athlete_id,name,tvName,dob,gender,role,country_id,disciplineList,eventList
1550218,SAWADOGO Faysal,Faysal SAWADOGO,1996-09-22,Male,Athlete,BUR,['TKW'],['TKWM80KG']
1550219,FITI Scott James,Scott James FITI,1995-07-17,Male,Athlete,FSM,['ATH'],['ATHM100M']
1550221,LIMTIACO Tasi,Tasi LIMTIACO,1994-01-04,Male,Athlete,FSM,['SWM'],['SWMM100MBR']
1550227,AWANG Mohd Azizulhasni,Mohd Azizulhasni AWANG,1988-01-05,Male,Athlete,MAS,['CTR'],"['CTRMKEIRIN', 'CTRMSPRINT']"
1550228,SAHROM Muhammad Shah Firdaus,Muhammad Shah Firdaus SAHROM,1995-11-26,Male,Athlete,MAS,['CTR'],"['CTRMKEIRIN', 'CTRMSPRINT']"
1550233,AMIT Amit,Amit AMIT,1995-10-16,Male,Athlete,IND,['BOX'],['BOXM51KG']
1550250,CHOPRA Neeraj,Neeraj CHOPRA,1997-12-24,Male,Athlete,IND,['ATH'],['ATHMJAVELIN']
1550264,MUNTEAN Andrei-Vasile,Andrei-Vasile MUNTEAN,1993-01-30,Male,Athlete,ROU,['GAR'],"['GARM', 'GARM1APPB']"
1550271,NISHANT DEV,NISHANT DEV,2000-12-23,Male,Athlete,IND,['BOX'],['BOXM71KG']
1550285,ADAM Adriana,Adriana ADAM,1999-04-11,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX4']"
1550289,ANGHEL Roxana,Roxana ANGHEL,1998-01-01,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX2']"
1550294,BERES Amalia,Amalia BERES,1997-06-18,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX4']"
1550295,TARNOVSCHI Serghei,Serghei TARNOVSCHI,1997-06-24,Male,Athlete,MDA,['CSP'],['CSPMC1-1000M']
1550300,OLARASU Maria,Maria OLARASU,2000-05-28,Female,Athlete,MDA,['CSP'],"['CSPWC1-200M', 'CSPWC2-500M']"
1550303,BODNAR Ancuta,Ancuta BODNAR,1998-09-25,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWSCULL2']"
1550307,COCIU Daniela,Daniela COCIU,2000-05-04,Female,Athlete,MDA,['CSP'],"['CSPWC1-200M', 'CSPWC2-500M']"
1550309,NIKHAT Zareen,Zareen NIKHAT,1996-06-14,Female,Athlete,IND,['BOX'],['BOXW50KG']
1550313,PREETI,PREETI,2003-10-23,Female,Athlete,IND,['BOX'],['BOXW54KG']
1550324,CIOTAU Emanuela Ioana,Emanuela Ioana CIOTAU,2002-09-15,Female,Athlete,ROU,['ROW'],['ROWWSCULL4']
1550326,JAISMINE,JAISMINE,2001-08-30,Female,Athlete,IND,['BOX'],['BOXW57KG']
1550327,KHIEW Hoe Yean,Hoe Yean KHIEW,2002-09-02,Male,Athlete,MAS,['SWM'],['SWMM400MFR']
1550329,CIRES Patricia,Patricia CIRES,2002-06-11,Female,Athlete,ROU,['ROW'],['ROWWSCULL4']
1550384,COZMIUC Ionela Livia,Ionela Livia COZMIUC,1995-01-03,Female,Athlete,ROU,['ROW'],['ROWWSCULL2-L']
1550432,BORGOHAIN Lovlina,Lovlina BORGOHAIN,1997-01-02,Female,Athlete,IND,['BOX'],['BOXW75KG']
1550437,LEHACI Maria,Maria LEHACI,1999-06-28,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX4']"
1550531,MOROSAN Ioana Madalina,Ioana Madalina MOROSAN,1999-06-24,Female,Athlete,ROU,['ROW'],['ROWWSCULL4']
1550542,PETREANU Victoria Stefania,Victoria Stefania PETREANU,2003-01-21,Female,Athlete,ROU,['ROW'],['ROWWCOXED8']
1550544,DOGUE Marvin,Marvin DOGUE,1995-11-01,Male,Athlete,GER,['MPN'],['MPNMINDIVID']
1550546,LIEBIG Fabian,Fabian LIEBIG,1994-06-18,Male,Athlete,GER,['MPN'],['MPNMINDIVID']
1550551,ZILLEKENS Annika,Annika ZILLEKENS,1990-04-03,Female,Athlete,GER,['MPN'],['MPNWINDIVID']
1550553,LANGREHR Rebecca,Rebecca LANGREHR,1998-04-04,Female,Athlete,GER,['MPN'],['MPNWINDIVID']
1550560,RADIS Simona,Simona RADIS,1999-04-05,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWSCULL2']"
1550630,RUSU Maria Magdalena,Maria Magdalena RUSU,1999-09-30,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX4']"
1550644,UNGUREANU Alexandra,Alexandra UNGUREANU,2001-03-07,Female,Athlete,ROU,['ROW'],['ROWWSCULL4']
1550661,van GRONINGEN Gianina Elena,Gianina Elena van GRONINGEN,1995-05-21,Female,Athlete,ROU,['ROW'],['ROWWSCULL2-L']
1550789,VRINCEANU Ioana,Ioana VRINCEANU,1994-03-07,Female,Athlete,ROU,['ROW'],"['ROWWCOXED8', 'ROWWNOCOX2']"
1550806,ADAM Constantin,Constantin ADAM,1996-07-12,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1550815,KUSHITASHVILI Georgii,Georgii KUSHITASHVILI,1995-11-16,Male,Athlete,GEO,['BOX'],['BOXM92KG']
1550831,GRESHAM Zackary,Zackary GRESHAM,2004-09-29,Male,Athlete,GRN,['SWM'],['SWMM100MBA']
1550881,SCHEMBRI Kruz,Kruz SCHEMBRI,2006-10-25,Male,Athlete,ISV,['FEN'],['FENMFOIL']
1550974,CRACIUN Nicolae,Nicolae CRACIUN,1994-06-14,Male,Athlete,ITA,['CSP'],['CSPMC1-1000M']
1550975,de GENNARO Giovanni,Giovanni de GENNARO,1992-07-21,Male,Athlete,ITA,['CSL'],"['CSLMK1', 'CSLMX1']"
1550977,HORN Stefanie,Stefanie HORN,1991-01-09,Female,Athlete,ITA,['CSL'],"['CSLWK1', 'CSLWX1']"
1550978,IVALDI Raffaello,Raffaello IVALDI,1997-12-16,Male,Athlete,ITA,['CSL'],['CSLMC1']
1550980,BERTONCELLI Marta,Marta BERTONCELLI,2001-07-03,Female,Athlete,ITA,['CSL'],"['CSLWC1', 'CSLWX1']"
1551050,ABBADINI Yumin,Yumin ABBADINI,2001-05-06,Male,Athlete,ITA,['GAR'],"['GARM', 'GARM1AA', 'GARM1APFX', 'GARM1APHB', 'GARM1APPB', 'GARM1APPH', 'GARM1APSR', 'GARM1APVT', 'GARMTEAM']"
1551051,BARTOLINI Nicola,Nicola BARTOLINI,1996-02-07,Male,Athlete,ITA,['GAR'],"['GARM', 'GARM1APFX', 'GARM1APHB', 'GARM1APPB', 'GARM1APPH', 'GARM1APSR', 'GARM1APVT', 'GARMTEAM']"
1551052,CASALI Lorenzo Minh,Lorenzo Minh CASALI,2002-09-12,Male,Athlete,ITA,['GAR'],"['GARM', 'GARM1AA', 'GARM1APFX', 'GARM1APHB', 'GARM1APPB', 'GARM1APPH', 'GARM1APSR', 'GARM1APVT', 'GARMTEAM']"
1551057,MACCHIATI Mario,Mario MACCHIATI,1999-11-27,Male,Athlete,ITA,['GAR'],"['GARM', 'GARM1AA', 'GARM1APFX', 'GARM1APHB', 'GARM1APPB', 'GARM1APPH', 'GARM1APSR', 'GARM1APVT', 'GARMTEAM']"
1551058,MACCHINI Carlo,Carlo MACCHINI,1996-05-05,Male,Athlete,ITA,['GAR'],"['GARM', 'GARM1APFX', 'GARM1APHB', 'GARM1APPB', 'GARM1APPH', 'GARM1APSR', 'GARM1APVT', 'GARMTEAM']"
1551061,D'AMATO Alice,Alice D'AMATO,2003-02-07,Female,Athlete,ITA,['GAR'],"['GARW', 'GARW1AA', 'GARW1APBB', 'GARW1APFX', 'GARW1APUB', 'GARW1APVT', 'GARWTEAM']"
1551121,BRAVO YOUNG Roman Guillermo,Roman Guillermo BRAVO YOUNG,1999-01-28,Male,Athlete,MEX,['WRE'],['WREMFS57KG']
1551123,GOMEZ Austin Klee,Austin Klee GOMEZ,1998-03-19,Male,Athlete,MEX,['WRE'],['WREMFS65KG']
1551159,FAHMI Muhd Azeem,Muhd Azeem FAHMI,2004-04-29,Male,Athlete,MAS,['ATH'],['ATHM100M']
1551169,BAZADZE Sandro,Sandro BAZADZE,1993-07-29,Male,Athlete,GEO,['FEN'],['FENMSABRE']
1551175,ARTENI Florin,Florin ARTENI,2001-03-06,Male,Athlete,ROU,['ROW'],"['ROWMCOXED8', 'ROWMNOCOX2']"
1551177,BAITOC Bogdan,Bogdan BAITOC,1998-06-09,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1551178,BEJAN Sergiu Vasile,Sergiu Vasile BEJAN,1996-11-18,Male,Athlete,ROU,['ROW'],['ROWMNOCOX4']
1551180,BERARIU Stefan Constantin,Stefan Constantin BERARIU,1999-01-14,Male,Athlete,ROU,['ROW'],['ROWMNOCOX4']
1551184,CHIRUTA Mihai,Mihai CHIRUTA,1998-09-26,Male,Athlete,ROU,['ROW'],['ROWMSCULL1']
1551186,CORNEA Andrei Sebastian,Andrei Sebastian CORNEA,1999-11-10,Male,Athlete,ROU,['ROW'],['ROWMSCULL2']
1551188,COZMIUC Marius Vasile,Marius Vasile COZMIUC,1992-09-07,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1551190,DANCIU Laurentiu,Laurentiu DANCIU,2000-03-31,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1551238,ENACHE Marian Florian,Marian Florian ENACHE,1995-08-05,Male,Athlete,ROU,['ROW'],['ROWMSCULL2']
1551246,BEIQI Hana,Hana BEIQI,2008-09-28,Female,Athlete,KOS,['SWM'],['SWMW50MFR']
1551249,MOUTTAKI Yasmine,Yasmine MOUTTAKI,1997-06-22,Female,Athlete,MAR,['BOX'],['BOXW50KG']
1551270,GOLOVINA Luba,Luba GOLOVINA,1990-04-20,Female,Athlete,GEO,['GTR'],['GTRW1TRA']
1551283,BERTAL Widad,Widad BERTAL,1999-08-31,Female,Athlete,MAR,['BOX'],['BOXW54KG']
1551307,DJURAEV Akbar,Akbar DJURAEV,1999-10-08,Male,Athlete,UZB,['WLF'],['WLFM102KG']
1551316,STOEVA Stefani,Stefani STOEVA,1995-09-23,Female,Athlete,BUL,['BDM'],['BDMWDOUBLES']
1551318,MARDI Khadija,Khadija MARDI,1991-02-01,Female,Athlete,MAR,['BOX'],['BOXW75KG']
1551324,STOEVA Gabriela,Gabriela STOEVA,1994-07-15,Female,Athlete,BUL,['BDM'],['BDMWDOUBLES']
1551330,NALBANTOVA Kaloyana,Kaloyana NALBANTOVA,2006-03-06,Female,Athlete,BUL,['BDM'],['BDMWSINGLES']
1551347,ADASHBAEVA Rigina,Rigina ADASHBAEVA,2001-10-29,Female,Athlete,UZB,['WLF'],['WLFW81KG']
1551355,JABBOROVA Tursunoy,Tursunoy JABBOROVA,2002-03-04,Female,Athlete,UZB,['WLF'],['WLFWO81KG']
1551387,MONNA Paolo,Paolo MONNA,1998-04-19,Male,Athlete,ITA,['SHO'],['SHOMAPM']
1551388,MALDINI Federico Nilo,Federico Nilo MALDINI,2001-03-28,Male,Athlete,ITA,['SHO'],['SHOMAPM']
1551390,MAZZETTI Riccardo,Riccardo MAZZETTI,1984-05-02,Male,Athlete,ITA,['SHO'],['SHOMRFPM']
1551391,SPINELLA Massimo,Massimo SPINELLA,1999-08-08,Male,Athlete,ITA,['SHO'],['SHOMRFPM']
1551400,SOLLAZZO Danilo Dennis,Danilo Dennis SOLLAZZO,2002-12-05,Male,Athlete,ITA,['SHO'],"['SHOMARM', 'SHOMR3PM', 'SHOXARMT']"
1551401,BONAZZI Edoardo,Edoardo BONAZZI,2002-07-03,Male,Athlete,ITA,['SHO'],"['SHOMARM', 'SHOMR3PM']"
1551443,TALAKHADZE Lasha,Lasha TALAKHADZE,1993-10-02,Male,Athlete,GEO,['WLF'],['WLFMO102KG']
1551445,MISHVELIDZE Shota,Shota MISHVELIDZE,1994-10-18,Male,Athlete,GEO,['WLF'],['WLFM61KG']
1551552,BOUKHIAM Ramzi,Ramzi BOUKHIAM,1993-09-14,Male,Athlete,MAR,['SRF'],['SRFMSHORTBRD']
1551755,BAKRACI Gresa,Gresa BAKRACI,1995-09-11,Female,Athlete,KOS,['ATH'],['ATHW800M']
1551787,RAMOS Ethan Adrian,Ethan Adrian RAMOS,1995-04-03,Male,Athlete,PUR,['WRE'],['WREMFS86KG']
1551794,SMITH Jonovan Darius,Jonovan Darius SMITH,2001-02-19,Male,Athlete,PUR,['WRE'],['WREMFS125KG']
1551804,CLARO FIZ Alejandro,Alejandro CLARO FIZ,2001-02-27,Male,Athlete,CUB,['BOX'],['BOXM51KG']
1551805,VELASCO FUENTES Victoria,Victoria VELASCO FUENTES,2002-08-05,Female,Athlete,MEX,['CTR'],['CTRWOMNIUM']
1551878,GAXIOLA GONZALEZ Daniela,Daniela GAXIOLA GONZALEZ,1992-11-25,Female,Athlete,MEX,['CTR'],"['CTRWKEIRIN', 'CTRWSPRINT', 'CTRWSPRTEAM3']"
1551880,VERDUGO OSUNA Yuli,Yuli VERDUGO OSUNA,1997-06-29,Female,Athlete,MEX,['CTR'],"['CTRWKEIRIN', 'CTRWSPRINT', 'CTRWSPRTEAM3']"
1551883,SALAZAR VALLES Jessica,Jessica SALAZAR VALLES,1995-09-21,Female,Athlete,MEX,['CTR'],['CTRWSPRTEAM3']
1551884,HORTA RODRIGUEZ del REY Saidel Ivan,Saidel Ivan HORTA RODRIGUEZ del REY,2002-03-28,Male,Athlete,CUB,['BOX'],['BOXM57KG']
1551906,PENA SALAS Ricardo,Ricardo PENA SALAS,2001-06-30,Male,Athlete,MEX,['CTR'],['CTRMOMNIUM']
1551907,GUTIERREZ PRIETO Adair Zabdiel,Adair Zabdiel GUTIERREZ PRIETO,2001-01-07,Male,Athlete,MEX,['MTB'],['MTBMXCTRY']
1551908,WILLIAMS Sada,Sada WILLIAMS,1997-12-01,Female,Athlete,BAR,['ATH'],['ATHW400M']
1551912,RODRIGUEZ SUAREZ Erika Monserrath,Erika Monserrath RODRIGUEZ SUAREZ,1999-02-26,Female,Athlete,MEX,['MTB'],['MTBWXCTRY']
1551918,EVELYN Tristan,Tristan EVELYN,1998-01-25,Female,Athlete,BAR,['ATH'],['ATHW100M']
1552005,MOHD AFENDY Khairulnizam,Khairulnizam MOHD AFENDY,1993-05-27,Male,Athlete,MAS,['SAL'],['SALMILCA7']
1552017,FOO KUNE Kate,Kate FOO KUNE,1993-03-29,Female,Athlete,MRI,['BDM'],['BDMWSINGLES']
1552020,PERRIER Marie,Marie PERRIER,1995-03-30,Female,Athlete,MRI,['ATH'],['ATHWMARATHON']
1552024,BIBI Gary Noa Jerrel,Gary Noa Jerrel BIBI,2000-08-21,Male,Athlete,MRI,['ATH'],['ATHM100M']
1552030,LO Chia-Ling,LO Chia-Ling,2001-10-08,Female,Athlete,TPE,['TKW'],['TKWW57KG']
1552033,HORODISTEANU Florin Bogdan,Florin Bogdan HORODISTEANU,1999-04-12,Male,Athlete,ROU,['ROW'],['ROWMSCULL4']
1552037,LEHACI Florin Sorin,Florin Sorin LEHACI,1999-03-26,Male,Athlete,ROU,['ROW'],"['ROWMCOXED8', 'ROWMNOCOX2']"
1552039,LUNGU Andrei,Andrei LUNGU,2000-08-06,Male,Athlete,ROU,['ROW'],['ROWMSCULL4']
1552040,MANDRILA Andrei,Andrei MANDRILA,2002-11-28,Male,Athlete,ROU,['ROW'],['ROWMNOCOX4']
1552045,MUNTEANU Adrian,Adrian MUNTEANU,1997-10-13,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1552049,NUTESCU Leontin,Leontin NUTESCU,2004-07-16,Male,Athlete,ROU,['ROW'],['ROWMSCULL4']
1552057,BACHMANN Simon,Simon BACHMANN,1999-02-17,Male,Athlete,SEY,['SWM'],['SWMM200MIM']
1552058,PRUNDEANU Ioan,Ioan PRUNDEANU,1993-01-17,Male,Athlete,ROU,['ROW'],['ROWMSCULL4']
1552065,SEMCIUC Mugurel Vasile,Mugurel Vasile SEMCIUC,1998-01-24,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1552074,TIGANESCU Mihaita Vasile,Mihaita Vasile TIGANESCU,1998-02-04,Male,Athlete,ROU,['ROW'],['ROWMCOXED8']
1552080,TUDOSA Ciprian,Ciprian TUDOSA,1997-03-31,Male,Athlete,ROU,['ROW'],['ROWMNOCOX4']
1552086,MEGOS Alexander,Alexander MEGOS,1993-08-12,Male,Athlete,GER,['CLB'],['CLBMBLCOMB']
1552087,FLOHE Yannick,Yannick FLOHE,1999-08-14,Male,Athlete,GER,['CLB'],['CLBMBLCOMB']
1552089,DOERFFEL Lucia,Lucia DOERFFEL,2000-03-22,Female,Athlete,GER,['CLB'],['CLBWBLCOMB']
1552154,ACCAME Ilaria Elvira,Ilaria Elvira ACCAME,2001-08-31,Female,Athlete,ITA,['ATH'],['ATHW4X400M']
1552155,ACETI Vladimir,Vladimir ACETI,1998-10-16,Male,Athlete,ITA,['ATH'],"['ATHM4X400M', 'ATHX4X400M']"
1552156,ALI Chituru,Chituru ALI,1999-04-06,Male,Athlete,ITA,['ATH'],"['ATHM100M', 'ATHM4X100M']"
1552157,BIANCIARDI Lapo,Lapo BIANCIARDI,1998-07-06,Male,Athlete,ITA,['ATH'],['ATHM4X400M']
1552158,BONGIORNI Anna,Anna BONGIORNI,1993-09-15,Female,Athlete,ITA,['ATH'],['ATHW200M']
1552159,BONORA Alessandra,Alessandra BONORA,2000-09-07,Female,Athlete,ITA,['ATH'],['ATHW4X400M']
1552160,BORGA Rebecca,Rebecca BORGA,1998-06-11,Female,Athlete,ITA,['ATH'],['ATHW4X400M']
1552161,CECCARELLI Samuele,Samuele CECCARELLI,2000-01-09,Male,Alternate Athlete,ITA,['ATH'],['ATHM4X100M']
1552162,DESALU Eseosa Fostine,Eseosa Fostine DESALU,1994-02-19,Male,Athlete,ITA,['ATH'],"['ATHM200M', 'ATHM4X100M']"
1552163,DOSSO Zaynab,Zaynab DOSSO,1999-09-12,Female,Athlete,ITA,['ATH'],"['ATHW100M', 'ATHW4X100M']"
1552166,HOOPER Gloria,Gloria HOOPER,1992-03-03,Female,Athlete,ITA,['ATH'],['ATHW4X100M']
1552167,JACOBS Lamont Marcell,Lamont Marcell JACOBS,1994-09-26,Male,Athlete,ITA,['ATH'],"['ATHM100M', 'ATHM4X100M']"
1552168,KADDARI Dalia,Dalia KADDARI,2001-03-23,Female,Athlete,ITA,['ATH'],"['ATHW200M', 'ATHW4X100M']"
1552169,LOPEZ Brayan,Brayan LOPEZ,1997-06-20,Male,Athlete,ITA,['ATH'],['ATHM4X400M']
1552170,MANGIONE Alice,Alice MANGIONE,1997-01-19,Female,Athlete,ITA,['ATH'],"['ATHW400M', 'ATHW4X400M', 'ATHX4X400M']"
1552171,MELI Riccardo,Riccardo MELI,2001-04-15,Male,Athlete,ITA,['ATH'],['ATHM4X400M']
1552172,MELLUZZO Matteo,Matteo MELLUZZO,2002-07-29,Male,Athlete,ITA,['ATH'],['ATHM4X100M']
1552173,PATTA Lorenzo,Lorenzo PATTA,2000-05-23,Male,Athlete,ITA,['ATH'],['ATHM4X100M']
1552174,PAVESE Alessia,Alessia PAVESE,1998-07-15,Female,Athlete,ITA,['ATH'],['ATHW4X100M']
1552175,POLINARI Anna,Anna POLINARI,1999-02-07,Female,Athlete,ITA,['ATH'],"['ATHW4X400M', 'ATHX4X400M']"
1552177,RE Davide,Davide RE,1993-03-16,Male,Athlete,ITA,['ATH'],['ATHM400M']
1552294,SCOTTI Edoardo,Edoardo SCOTTI,2000-05-09,Male,Athlete,ITA,['ATH'],"['ATHM4X400M', 'ATHX4X400M']"
1552295,SIRAGUSA Irene,Irene SIRAGUSA,1993-06-23,Female,Athlete,ITA,['ATH'],['ATHW4X100M']
1552296,SITO Luca,Luca SITO,2003-05-12,Male,Athlete,ITA,['ATH'],"['ATHM400M', 'ATHM4X400M', 'ATHX4X400M']"
1552298,TORTU Filippo,Filippo TORTU,1998-06-15,Male,Athlete,ITA,['ATH'],"['ATHM200M', 'ATHM4X100M']"
1552299,TREVISAN Giancarla,Giancarla TREVISAN,1993-02-17,Female,Athlete,ITA,['ATH'],"['ATHW4X400M', 'ATHX4X400M']"
1552300,TROIANI Virginia,Virginia TROIANI,1996-02-22,Female,Alternate Athlete,ITA,['ATH'],['ATHW4X400M']
1552303,ARESE Pietro,Pietro ARESE,1999-10-08,Male,Athlete,ITA,['ATH'],['ATHM1500M']
1552304,BARONTINI Simone,Simone BARONTINI,1999-01-05,Male,Athlete,ITA,['ATH'],['ATHM800M']
1552305,BATTOCLETTI Nadia,Nadia BATTOCLETTI,2000-04-12,Female,Athlete,ITA,['ATH'],"['ATHW10000M', 'ATHW5000M']"
1552306,BELLO Elena,Elena BELLO,1997-01-18,Female,Athlete,ITA,['ATH'],['ATHW800M']
1552307,CAVALLI Ludovica,Ludovica CAVALLI,2000-12-20,Female,Athlete,ITA,['ATH'],['ATHW1500M']
1552309,COIRO Eloisa,Eloisa COIRO,2000-12-01,Female,Athlete,ITA,['ATH'],['ATHW800M']
1552311,CRIPPA Yemaneberhan,Yemaneberhan CRIPPA,1996-10-15,Male,Athlete,ITA,['ATH'],['ATHMMARATHON']
1552312,del BUONO Federica,Federica del BUONO,1994-12-12,Female,Athlete,ITA,['ATH'],"['ATHW1500M', 'ATHW5000M']"
1552313,EPIS Giovanna,Giovanna EPIS,1988-10-11,Female,Athlete,ITA,['ATH'],['ATHWMARATHON']
1552318,RAHMAN Imranur,Imranur RAHMAN,1993-07-05,Male,Athlete,BAN,['ATH'],['ATHM100M']
1552320,LAWRENCE Matthew,Matthew LAWRENCE,2003-12-27,Male,Athlete,MOZ,['SWM'],['SWMM100MBR']
1552338,DONELLI Denise,Denise DONELLI,1996-05-20,Female,Athlete,MOZ,['SWM'],['SWMW100MBA']
1552341,FANIEL Eyob,Eyob FANIEL,1992-11-26,Male,Athlete,ITA,['ATH'],['ATHMMARATHON']
1552342,MESLEK Ossama,Ossama MESLEK,1997-01-08,Male,Athlete,ITA,['ATH'],['ATHM1500M']
1552343,MEUCCI Daniele,Daniele MEUCCI,1985-10-07,Male,Athlete,ITA,['ATH'],['ATHMMARATHON']
1552347,TECUCEANU Catalin,Catalin TECUCEANU,1999-09-09,Male,Athlete,ITA,['ATH'],['ATHM800M']
1552348,VISSA Sintayehu,Sintayehu VISSA,1996-07-29,Female,Athlete,ITA,['ATH'],['ATHW1500M']
1552349,YAREMCHUK Sofiia,Sofiia YAREMCHUK,1994-06-03,Female,Athlete,ITA,['ATH'],['ATHWMARATHON']
1552351,ZOGHLAMI Osama,Osama ZOGHLAMI,1994-06-19,Male,Athlete,ITA,['ATH'],['ATHM3000MST']
1552358,FOLORUNSO Ayomide,Ayomide FOLORUNSO,1996-10-17,Female,Athlete,ITA,['ATH'],['ATHW400MHURD']
1552362,MURARO Alice,Alice MURARO,2000-08-14,Female,Athlete,ITA,['ATH'],['ATHW400MHURD']
1552364,SARTORI Rebecca,Rebecca SARTORI,1997-05-22,Female,Athlete,ITA,['ATH'],['ATHW400MHURD']
1552365,SIBILIO Alessandro,Alessandro SIBILIO,1999-04-27,Male,Athlete,ITA,['ATH'],"['ATHM400MHURD', 'ATHM4X400M']"
1552368,DAYIBEKOVA Zaynab,Zaynab DAYIBEKOVA,2002-11-19,Female,Athlete,UZB,['FEN'],['FENWSABRE']
1552370,SULAMANIDZE Ilia,Ilia SULAMANIDZE,2001-06-18,Male,Athlete,GEO,['JUD'],"['JUDM100KG', 'JUDXTEAM6']"
1552373,BRUNI Roberta,Roberta BRUNI,1994-03-08,Female,Athlete,ITA,['ATH'],['ATHWPLEVAULT']
1552374,DALLAVALLE Andrea,Andrea DALLAVALLE,1999-10-31,Male,Athlete,ITA,['ATH'],['ATHMTRPLJUMP']
1552375,DIAZ HERNANDEZ Andy,Andy DIAZ HERNANDEZ,1995-12-25,Male,Athlete,ITA,['ATH'],['ATHMTRPLJUMP']
1552378,FURLANI Mattia,Mattia FURLANI,2005-02-07,Male,Athlete,ITA,['ATH'],['ATHMLONGJUMP']
1552379,IAPICHINO Larissa,Larissa IAPICHINO,2002-07-18,Female,Athlete,ITA,['ATH'],['ATHWLONGJUMP']
1552380,IHEMEJE Emmanuel,Emmanuel IHEMEJE,1998-10-09,Male,Athlete,ITA,['ATH'],['ATHMTRPLJUMP']
1552381,MOLINAROLO Elisa,Elisa MOLINAROLO,1994-01-29,Female,Athlete,ITA,['ATH'],['ATHWPLEVAULT']
1552383,SOTTILE Stefano,Stefano SOTTILE,1998-01-26,Male,Athlete,ITA,['ATH'],['ATHMHIGHJUMP']
1552384,STECCHI Claudio Michel,Claudio Michel STECCHI,1991-11-23,Male,Athlete,ITA,['ATH'],['ATHMPLEVAULT']
1552385,TAMBERI Gianmarco,Gianmarco TAMBERI,1992-06-01,Male,Athlete,ITA,['ATH'],['ATHMHIGHJUMP']
1552386,FABBRI Leonardo,Leonardo FABBRI,1997-04-15,Male,Athlete,ITA,['ATH'],['ATHMSHOTPUT']
1552387,FANTINI Sara,Sara FANTINI,1997-09-16,Female,Athlete,ITA,['ATH'],['ATHWHAMMER']
1552389,OSAKUE Daisy,Daisy OSAKUE,1996-01-16,Female,Athlete,ITA,['ATH'],['ATHWDISCUS']
1552390,WEIR Zane,Zane WEIR,1995-09-07,Male,Athlete,ITA,['ATH'],['ATHMSHOTPUT']
1552392,GEREVINI Sveva,Sveva GEREVINI,1996-05-31,Female,Athlete,ITA,['ATH'],['ATHWHEPTATH']
1552394,FORTUNATO Francesco,Francesco FORTUNATO,1994-12-13,Male,Athlete,ITA,['ATH'],"['ATHM20KMWALK', 'ATHX42KWALKT']"
1552395,GIORGI Eleonora Anna,Eleonora Anna GIORGI,1989-09-14,Female,Athlete,ITA,['ATH'],['ATHW20KMWALK']
1552403,LAKLALECH Ines,Ines LAKLALECH,1997-10-30,Female,Athlete,MAR,['GLF'],['GLFWSTROKE']
1552443,GOBADZE Lasha,Lasha GOBADZE,1994-01-10,Male,Athlete,GEO,['WRE'],['WREMGR87KG']
1552444,KOBLIASHVILI Roberti,Roberti KOBLIASHVILI,1993-12-06,Male,Athlete,GEO,['WRE'],['WREMGR97KG']
1552449,ZOIDZE Ramaz,Ramaz ZOIDZE,1996-02-13,Male,Athlete,GEO,['WRE'],['WREMGR67KG']
1552495,MATCHARASHVILI Givi,Givi MATCHARASHVILI,1997-05-17,Male,Athlete,GEO,['WRE'],['WREMFS97KG']
1552548,ANTOGNELLI Quentin,Quentin ANTOGNELLI,1994-08-15,Male,Athlete,MON,['ROW'],['ROWMSCULL1']
1552556,GADEAU Marvin,Marvin GADEAU,2000-09-06,Male,Athlete,MON,['JUD'],['JUDMO100KG']
1552558,DRUENNE Theo,Theo DRUENNE,2005-07-19,Male,Athlete,MON,['SWM'],['SWMM800MFR']
1552569,POU Lisa,Lisa POU,1999-05-28,Female,Athlete,MON,['OWS'],['OWSW10KM']
1552575,YANG Xiaoxin,Xiaoxin YANG,1988-01-08,Female,Athlete,MON,['TTE'],['TTEWSINGLES']
1553020,GASTAUD Marie-Charlotte,Marie-Charlotte GASTAUD,1999-11-30,Female,Athlete,MON,['ATH'],['ATHW100M']
1553021,MICHELI Elena,Elena MICHELI,1999-04-29,Female,Athlete,ITA,['MPN'],['MPNWINDIVID']
1553029,SOTERO Alice,Alice SOTERO,1991-05-28,Female,Athlete,ITA,['MPN'],['MPNWINDIVID']
1553031,MALAN Giorgio,Giorgio MALAN,2000-01-27,Male,Athlete,ITA,['MPN'],['MPNMINDIVID']
1553033,CICINELLI Matteo,Matteo CICINELLI,1998-03-12,Male,Athlete,ITA,['MPN'],['MPNMINDIVID']
